# id layer ladder module type DTC
   0     5      6     30   PS  0
   1     5      6     31   PS  0
   2     5      6     32   PS  0
   3     5      6     33   PS  0
   4     5      6     34   PS  0
   5     5      6     35   PS  0
   6     5      6     36   PS  0
   7     5      6     37   PS  0
   8     5      7     30   PS  0
   9     5      7     31   PS  0
  10     5      7     32   PS  0
  11     5      7     33   PS  0
  12     5      7     34   PS  0
  13     5      7     35   PS  0
  14     5      7     36   PS  0
  15     5      7     37   PS  0
  16     5      8     30   PS  0
  17     5      8     31   PS  0
  18     5      8     32   PS  0
  19     5      8     33   PS  0
  20     5      8     34   PS  0
  21     5      8     35   PS  0
  22     5      8     36   PS  0
  23     5      8     37   PS  0
  24     6      9     26   PS  0
  25     6      9     27   PS  0
  26     6      9     28   PS  0
  27     6      9     29   PS  0
  28     6      9     30   PS  0
  29     6      9     31   PS  0
  30     6      9     32   PS  0
  31     6      9     33   PS  0
  32     6      9     34   PS  0
  33     6      9     35   PS  0
  34     6     10     26   PS  0
  35     6     10     27   PS  0
  36     6     10     28   PS  0
  37     6     10     29   PS  0
  38     6     10     30   PS  0
  39     6     10     31   PS  0
  40     6     10     32   PS  0
  41     6     10     33   PS  0
  42     6     10     34   PS  0
  43     6     10     35   PS  0
  44     6     11     26   PS  0
  45     6     11     27   PS  0
  46     6     11     28   PS  0
  47     6     11     29   PS  0
  48     6     11     30   PS  0
  49     6     11     31   PS  0
  50     6     11     32   PS  0
  51     6     11     33   PS  0
  52     6     11     34   PS  0
  53     6     11     35   PS  0
  54     6     12     26   PS  0
  55     6     12     27   PS  0
  56     6     12     28   PS  0
  57     6     12     29   PS  0
  58     6     12     30   PS  0
  59     6     12     31   PS  0
  60     6     12     32   PS  0
  61     6     12     33   PS  0
  62     6     12     34   PS  0
  63     6     12     35   PS  0
  64     7     12     26   PS  0
  65     7     12     27   PS  0
  66     7     12     28   PS  0
  67     7     12     29   PS  0
  68     7     12     30   PS  0
  69     7     12     31   PS  0
  70     7     12     32   PS  0
  71     7     12     33   PS  0
  72     7     12     34   PS  0
  73     7     12     35   PS  0
  74     7     12     36   PS  0
  75     7     12     37   PS  0
  76     7     13     26   PS  0
  77     7     13     27   PS  0
  78     7     13     28   PS  0
  79     7     13     29   PS  0
  80     7     13     30   PS  0
  81     7     13     31   PS  0
  82     7     13     32   PS  0
  83     7     13     33   PS  0
  84     7     13     34   PS  0
  85     7     13     35   PS  0
  86     7     13     36   PS  0
  87     7     13     37   PS  0
  88     7     14     26   PS  0
  89     7     14     27   PS  0
  90     7     14     28   PS  0
  91     7     14     29   PS  0
  92     7     14     30   PS  0
  93     7     14     31   PS  0
  94     7     14     32   PS  0
  95     7     14     33   PS  0
  96     7     14     34   PS  0
  97     7     14     35   PS  0
  98     7     14     36   PS  0
  99     7     14     37   PS  0
 100     7     15     26   PS  0
 101     7     15     27   PS  0
 102     7     15     28   PS  0
 103     7     15     29   PS  0
 104     7     15     30   PS  0
 105     7     15     31   PS  0
 106     7     15     32   PS  0
 107     7     15     33   PS  0
 108     7     15     34   PS  0
 109     7     15     35   PS  0
 110     7     15     36   PS  0
 111     7     15     37   PS  0
 112     7     16     26   PS  0
 113     7     16     27   PS  0
 114     7     16     28   PS  0
 115     7     16     29   PS  0
 116     7     16     30   PS  0
 117     7     16     31   PS  0
 118     7     16     32   PS  0
 119     7     16     33   PS  0
 120     7     16     34   PS  0
 121     7     16     35   PS  0
 122     7     16     36   PS  0
 123     7     16     37   PS  0
 124     7     17     26   PS  0
 125     7     17     27   PS  0
 126     7     17     28   PS  0
 127     7     17     29   PS  0
